normal_vib,fault_vib
0.04967141530112327,-0.21187984101135163
-0.013826430117118467,-0.22670705419192702
0.06476885381006925,-0.8978215863150075
0.15230298564080255,-0.16504509585071864
-0.023415337472333597,0.3664145409108725
-0.023413695694918055,-0.6371160595383976
0.15792128155073915,0.5242413255252962
0.07674347291529088,0.2438874105421691
-0.04694743859349521,-0.36711666098551893
0.05425600435859647,-0.07076481866892372
-0.046341769281246226,0.7991609038205165
-0.04657297535702569,0.3667739067529329
0.02419622715660341,0.004391827449073908
-0.1913280244657798,-0.11884165848049215
-0.1724917832513033,0.03830453522582981
-0.05622875292409727,-0.2558817789711517
-0.10128311203344238,-1.0523747528595073
0.03142473325952739,1.0210889552673654
-0.0908024075521211,0.07766249959970073
-0.14123037013352915,0.19907363256126856
0.14656487689215542,-0.02895387493845436
-0.02257763004865357,-0.367558400362294
0.006752820468792384,-0.09296224047438537
-0.14247481862134567,-0.7996973810971556
-0.05443827245251827,1.1385432490266523
0.01109225897098661,-0.617255999211198
-0.11509935774223029,-0.5159831419235897
0.0375698018345672,-0.2201296021932002
-0.0600638689918805,0.6440378624261888
-0.02916937497932768,0.007254499631327068
-0.060170661222939695,-0.6180678980152312
0.18522781845089378,0.6271691803786698
-0.0013497224737933921,0.3655003133927407
-0.10577109289559004,0.2692174786082262
0.08225449121031891,0.3578671205854202
-0.12208436499710223,1.1971809502912254
0.020886359500475543,1.092547447518056
-0.19596701238797756,-0.34335767150164764
-0.13281860488984307,0.8119424964055761
0.019686123586912352,0.19158409487945016
0.07384665799954104,0.2495479080688747
0.01713682811899705,-0.8461354158216643
-0.011564828238824054,-0.08519288269409798
-0.03011036955892888,-0.40641179516828246
-0.14785219903674274,0.4140294074466546
-0.07198442083947086,0.5355402502014025
-0.046063877095978756,-1.0372431755081557
0.10571222262189157,-0.011017432002135225
0.03436182895684614,0.5609307523971261
-0.1763040155362734,-0.09333948115672248
0.0324083969394795,0.3645318225011822
-0.038508228041631655,0.17558273381354203
-0.06769220003059588,0.17083011597631317
0.06116762888408679,-0.13565748903414873
0.1030999522495951,-0.6082904020678548
0.09312801191161986,-0.5607650737125137
-0.08392175232226386,0.3546762572276586
-0.03092123758512146,0.009729127759441559
0.033126343140356396,-0.06925612230361237
0.09755451271223592,-0.21194502116117628
-0.047917423784529,-0.15259442274037588
-0.01856589766638171,0.5234558972440697
-0.11063349740060283,-0.16762204093401337
-0.11962066240806708,-0.6705323566507844
0.08125258223941981,0.3718258877700866
